latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
30.22122,-9.153084,308.82,0.44,0.38,2013-01-02,0230,N,VIIRS,n,1,283.06,1.08,N,2
31.575294,-8.145514,327.57,0.47,0.4,2013-01-02,1348,N,VIIRS,n,1,292.55,2.1,D,0
33.908775,-5.494185,296.31,0.39,0.36,2013-01-03,0206,N,VIIRS,n,1,278.87,0.59,N,0
30.220028,-9.151746,305.96,0.4,0.37,2013-01-03,0212,N,VIIRS,n,1,282.97,0.95,N,2
32.988808,-7.146006,301.33,0.39,0.36,2013-01-03,0212,N,VIIRS,n,1,278.66,0.41,N,0
31.58416,-8.503208,297.68,0.4,0.37,2013-01-03,0212,N,VIIRS,n,1,278.52,0.95,N,0
33.054119,-7.532614,298.74,0.39,0.36,2013-01-03,0212,N,VIIRS,n,1,279.46,0.39,N,2
33.367115,-7.751509,306.81,0.39,0.36,2013-01-03,0212,N,VIIRS,n,1,282.51,1.12,N,2
35.194633,-6.142413,329.53,0.41,0.37,2013-01-03,1330,N,VIIRS,n,1,291.84,2.53,D,3
34.59483,-2.347249,297.21,0.57,0.43,2013-01-05,0130,N,VIIRS,n,1,275.89,1.09,N,2
32.425343,-8.450243,321.44,0.39,0.6,2013-01-05,0130,N,VIIRS,n,1,279.98,1.85,N,0
32.423862,-8.449166,315.7,0.39,0.6,2013-01-05,0130,N,VIIRS,n,1,279.48,1.07,N,0
34.98468,-5.959524,302.64,0.56,0.69,2013-01-06,0112,N,VIIRS,n,1,279.74,0.77,N,0
34.985161,-5.957931,297.77,0.56,0.69,2013-01-06,0112,N,VIIRS,n,1,279.59,0.83,N,0
34.595016,-2.347498,302.47,0.35,0.56,2013-01-06,0112,N,VIIRS,n,1,276.8,0.51,N,2
33.053783,-7.533442,300.57,0.33,0.55,2013-01-06,0254,N,VIIRS,n,1,279.72,0.53,N,2
32.420788,-8.447828,312.17,0.6,0.53,2013-01-06,0254,N,VIIRS,n,1,278.38,1.26,N,0
33.58572,-7.508719,295.98,0.63,0.54,2013-01-06,0254,N,VIIRS,n,1,279.92,0.69,N,0
32.428295,-8.435769,314.18,0.5,0.41,2013-01-07,0236,N,VIIRS,n,1,278.07,0.86,N,0
35.119194,-4.664283,297.95,0.46,0.47,2013-01-07,0236,N,VIIRS,n,1,278.73,0.85,N,0
33.366714,-7.750257,300.87,0.52,0.42,2013-01-07,0236,N,VIIRS,n,1,281.98,1.38,N,2
32.428402,-8.437006,307.94,0.5,0.41,2013-01-07,0236,N,VIIRS,n,1,278.1,1.5,N,0
