latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
32.8676,-4.2991,300,1.2,1.1,2016-01-02,1057,Terra,MODIS,22,6.03,289,2.8,D,0
34.8686,-2.6562,306,1,1,2016-01-10,1322,Aqua,MODIS,61,6.03,295.2,3.8,D,0
34.8701,-2.6454,307.4,1,1,2016-01-10,1322,Aqua,MODIS,64,6.03,295.2,4.8,D,0
34.5598,-2.9933,304.5,1,1,2016-01-10,1322,Aqua,MODIS,57,6.03,292.9,3.2,D,0
34.8293,-6.2275,302.5,1.3,1.1,2016-01-13,1352,Aqua,MODIS,51,6.03,292.1,4.7,D,0
34.1147,-5.8096,307.4,1.5,1.2,2016-01-19,1316,Aqua,MODIS,49,6.03,288.9,13,D,0
34.9599,-5.3613,307,1.2,1.1,2016-01-22,1346,Aqua,MODIS,65,6.03,292.3,8.4,D,0
33.6081,-5.8797,308.1,1.4,1.2,2016-01-28,1133,Terra,MODIS,66,6.03,282.1,15.2,D,0
33.6112,-5.8776,309.3,1,1,2016-01-30,1121,Terra,MODIS,34,6.03,290.1,6.9,D,0
28.9472,-10.2002,320.1,1.2,1.1,2016-02-03,1409,Aqua,MODIS,62,6.03,308.5,7.2,D,0
33.8112,-5.5435,314.9,1,1,2016-02-08,1115,Terra,MODIS,71,6.03,299.3,8.3,D,0
33.8201,-5.5417,312,1,1,2016-02-08,1115,Terra,MODIS,61,6.03,298.1,6.4,D,0
33.7078,-7.2251,311.5,1.1,1,2016-02-09,1334,Aqua,MODIS,39,6.03,300.6,4.9,D,0
34.4149,-2.717,323.9,1.1,1.1,2016-02-25,1334,Aqua,MODIS,81,6.03,295.1,21.3,D,0
34.4134,-2.7292,328.3,1.1,1.1,2016-02-25,1334,Aqua,MODIS,84,6.03,296,27.2,D,0
31.9701,-7.2323,314.2,1.1,1.1,2016-02-25,1334,Aqua,MODIS,43,6.03,301.1,6.9,D,0
33.8777,-4.0542,308.8,1.1,1.1,2016-03-03,1340,Aqua,MODIS,37,6.03,294.5,8.8,D,0
33.5384,-7.6377,311.1,1,1,2016-03-09,1127,Terra,MODIS,67,6.03,293.3,7.5,D,2
32.6316,-7.8095,322,1.2,1.1,2016-03-12,1334,Aqua,MODIS,67,6.03,304.5,11.7,D,0
34.916,-2.8,310,1,1,2016-03-13,1102,Terra,MODIS,36,6.03,298,3.6,D,0
34.515,-3.6352,312.5,1,1,2016-03-14,1322,Aqua,MODIS,66,6.03,294.5,6.2,D,0
32.6059,-5.8992,307.1,1.3,1.1,2016-03-14,1322,Aqua,MODIS,44,6.03,288.1,9.9,D,0
34.2249,-4.8998,308.5,1.5,1.2,2016-03-16,1133,Terra,MODIS,38,6.03,295.5,6.2,D,0
35.0822,-4.4499,333.7,1.3,1.1,2016-03-25,1126,Terra,MODIS,88,6.03,299.2,40.2,D,0
35.0836,-4.4596,319.2,1.3,1.1,2016-03-25,1126,Terra,MODIS,71,6.03,298.3,17.6,D,0
35.0807,-4.444,334.3,1.3,1.1,2016-03-25,1126,Terra,MODIS,88,6.03,299.2,42.1,D,0
35.0705,-4.4563,379.8,1.8,1.3,2016-03-25,1304,Aqua,MODIS,100,6.03,304,349.6,D,0
35.0824,-4.458,315.9,1.8,1.3,2016-03-25,1304,Aqua,MODIS,38,6.03,298.9,17,D,0
35.067,-4.4739,323,1.8,1.3,2016-03-25,1304,Aqua,MODIS,79,6.03,302.1,34.8,D,0
35.0811,-5.3756,312.1,1.2,1.1,2016-03-26,1347,Aqua,MODIS,63,6.03,295.2,9.8,D,0
33.6951,-4.2273,326.6,1,1,2016-03-28,1335,Aqua,MODIS,78,6.03,298.9,20.5,D,0
34.0603,-3.8652,320,1,1,2016-03-29,1102,Terra,MODIS,68,6.03,304.7,10,D,0
35.3672,-5.4807,311.2,1,1,2016-04-06,1329,Aqua,MODIS,63,6.03,293.5,8.4,D,0
34.8429,-5.234,312.2,1.3,1.1,2016-04-08,1317,Aqua,MODIS,60,6.03,293.1,12.8,D,0
35.0751,-5.2535,313.9,1.2,1.1,2016-04-14,1102,Terra,MODIS,61,6.03,294.7,9.2,D,0
35.0767,-5.2667,314.2,1.2,1.1,2016-04-14,1102,Terra,MODIS,62,6.03,295.1,9.8,D,0
35.7263,-5.3745,306.7,1.7,1.3,2016-04-27,0245,Aqua,MODIS,48,6.03,287.5,20.1,N,0
35.7337,-5.3835,396.6,1.2,1.1,2016-04-27,1347,Aqua,MODIS,0,6.03,274.2,320.2,D,0
33.9357,-5.9097,325.6,2.1,1.4,2016-05-01,1145,Terra,MODIS,75,6.03,309.5,27.2,D,0
33.9311,-5.888,322.8,2.1,1.4,2016-05-01,1145,Terra,MODIS,70,6.03,309.5,18,D,0
33.9311,-5.8946,325.1,2.1,1.4,2016-05-01,1145,Terra,MODIS,74,6.03,309.1,24.9,D,0
34.7406,-6.0499,322.7,2,1.4,2016-05-01,1145,Terra,MODIS,64,6.03,309,17.7,D,0
33.934,-5.8943,338.2,1.2,1.1,2016-05-01,1322,Aqua,MODIS,86,6.03,313,33.4,D,0
33.9317,-5.9076,340.9,1.3,1.1,2016-05-01,1322,Aqua,MODIS,88,6.03,312.2,39.5,D,0
33.1084,-4.8062,323.1,2.7,1.6,2016-05-02,2152,Terra,MODIS,100,6.03,281.9,103.6,N,0
33.1124,-4.8121,320.7,2.7,1.6,2016-05-02,2152,Terra,MODIS,100,6.03,281.8,93.7,N,0
34.1116,-5.947,329,1.4,1.2,2016-05-03,1133,Terra,MODIS,77,6.03,309.4,17.7,D,0
35.4665,-5.5836,311.8,1.7,1.3,2016-05-19,1310,Aqua,MODIS,51,6.03,299.3,11.7,D,0
33.9123,-5.5824,322.8,1.1,1,2016-05-21,1121,Terra,MODIS,46,6.03,306,7.5,D,2
34.8447,-3.0885,332.2,2.4,1.5,2016-05-30,1251,Aqua,MODIS,80,6.03,303.5,74.4,D,0
34.8462,-3.0682,322.6,2.4,1.5,2016-05-30,1251,Aqua,MODIS,67,6.03,302.5,33.4,D,0
34.8404,-3.0941,328.4,2.4,1.5,2016-05-30,1251,Aqua,MODIS,76,6.03,303.6,56.5,D,0
35.0981,-3.6955,353.5,1.2,1.1,2016-06-10,1056,Terra,MODIS,96,6.03,307.8,69.3,D,0
35.0935,-3.6897,324.6,1.2,1.1,2016-06-10,1056,Terra,MODIS,39,6.03,308,8.2,D,0
35.095,-3.7014,340.6,1.2,1.1,2016-06-10,1056,Terra,MODIS,86,6.03,307.4,36.2,D,0
35.0995,-3.7072,338.9,1.2,1.1,2016-06-10,1056,Terra,MODIS,84,6.03,304.2,34.4,D,0
32.8397,-3.1064,332.3,1.1,1,2016-06-10,1057,Terra,MODIS,64,6.03,316.4,11.6,D,0
35.1735,-3.8851,333.9,2.8,1.6,2016-06-14,1032,Terra,MODIS,78,6.03,309.8,83,D,0
35.1766,-3.8789,330.7,2.8,1.6,2016-06-14,1032,Terra,MODIS,73,6.03,308.8,64.1,D,0
35.0045,-6.2127,325,1,1,2016-07-01,1115,Terra,MODIS,64,6.03,301.6,12.3,D,0
35.0029,-6.2017,343.8,1,1,2016-07-01,1115,Terra,MODIS,89,6.03,301.1,39.4,D,0
32.8084,-7.0746,332.4,1.6,1.2,2016-07-04,1321,Aqua,MODIS,70,6.03,315.3,12.7,D,0
32.3874,-6.9821,337.8,1.6,1.3,2016-07-05,1404,Aqua,MODIS,76,6.03,313.2,33.1,D,0
32.3893,-6.9767,335.1,1.6,1.3,2016-07-05,1404,Aqua,MODIS,65,6.03,313.5,24.8,D,0
35.7593,-5.8647,323.5,1,1,2016-07-09,1340,Aqua,MODIS,55,6.03,310,6.6,D,0
34.5658,-3.9429,353.3,1.2,1.1,2016-07-12,1057,Terra,MODIS,95,6.03,314,61.9,D,0
34.5644,-3.9308,327.9,1.2,1.1,2016-07-12,1057,Terra,MODIS,31,6.03,310.6,7.8,D,0
34.555,-3.9666,336.6,3.5,1.8,2016-07-12,1411,Aqua,MODIS,79,6.03,308.5,122.5,D,0
34.5573,-3.9266,354.8,3.5,1.8,2016-07-12,1411,Aqua,MODIS,96,6.03,307.7,339.1,D,0
34.5731,-3.9283,333.2,3.5,1.8,2016-07-12,1411,Aqua,MODIS,73,6.03,307.5,95.5,D,0
34.5706,-3.9697,326,3.5,1.8,2016-07-12,1411,Aqua,MODIS,40,6.03,308.4,40.9,D,0
34.568,-3.9363,364.2,3.5,1.8,2016-07-12,1411,Aqua,MODIS,100,6.03,308.4,498.1,D,0
34.5658,-3.9772,327.5,3.5,1.8,2016-07-12,1411,Aqua,MODIS,58,6.03,308.7,50,D,0
35.8598,-5.3718,310.7,2,1.4,2016-07-12,2159,Terra,MODIS,72,6.03,296.1,22.5,N,2
35.8627,-5.3776,307.9,2,1.4,2016-07-12,2159,Terra,MODIS,57,6.03,295.9,17.8,N,0
35.7278,-5.3538,307.1,1.1,1,2016-07-13,0213,Aqua,MODIS,51,6.03,296.7,7.1,N,0
35.8662,-5.3785,322.2,1.7,1.3,2016-07-13,1139,Terra,MODIS,57,6.03,303.3,25,D,0
33.7368,-5.6034,327.9,2.2,1.4,2016-07-14,1045,Terra,MODIS,62,6.03,312.4,23.9,D,0
34.7553,-4.6582,341.8,1.3,1.1,2016-07-15,1127,Terra,MODIS,86,6.03,313.1,38.9,D,0
34.7445,-4.6514,343.6,1.3,1.1,2016-07-15,1127,Terra,MODIS,88,6.03,314.8,44.2,D,0
34.7454,-4.6611,361.6,1.3,1.1,2016-07-15,1127,Terra,MODIS,100,6.03,315.1,104.2,D,0
34.7472,-4.6667,356.7,1.3,1.1,2016-07-15,1127,Terra,MODIS,98,6.03,315.4,85.1,D,0
34.7459,-4.6648,332.3,1.9,1.4,2016-07-15,1303,Aqua,MODIS,71,6.03,315.5,28.7,D,0
34.8408,-5.3576,314.5,2.3,1.5,2016-07-18,2300,Terra,MODIS,89,6.03,295.4,33,N,0
34.8455,-5.3394,306.7,3.5,1.8,2016-07-19,0136,Aqua,MODIS,69,6.03,294,32.2,N,0
34.6741,-5.2203,337,2.3,1.5,2016-07-21,1404,Aqua,MODIS,70,6.03,310,63.9,D,0
34.661,-5.2185,329.6,2.3,1.5,2016-07-21,1404,Aqua,MODIS,57,6.03,308.8,27.9,D,0
34.6704,-5.2249,335.8,2.3,1.5,2016-07-21,1404,Aqua,MODIS,68,6.03,310.1,57,D,0
35.2263,-2.9708,390.5,1,1,2016-07-22,0207,Aqua,MODIS,100,6.03,305.5,200.7,N,0
35.2368,-2.9799,367.3,1,1,2016-07-22,0207,Aqua,MODIS,100,6.03,297.8,105.8,N,0
35.2353,-2.9691,397,1,1,2016-07-22,0207,Aqua,MODIS,100,6.03,303.9,235.3,N,0
35.2338,-2.9582,345.1,1,1,2016-07-22,0207,Aqua,MODIS,100,6.03,299.7,49.5,N,0
35.2248,-2.9599,340.5,1,1,2016-07-22,0207,Aqua,MODIS,100,6.03,299.6,41.5,N,0
35.2279,-2.9817,356.4,1,1,2016-07-22,0207,Aqua,MODIS,100,6.03,298.4,75,N,0
35.2223,-2.9671,325.5,2,1.4,2016-07-22,1133,Terra,MODIS,37,6.03,310,22.7,D,0
35.2228,-2.9699,334.5,1.2,1.1,2016-07-22,1309,Aqua,MODIS,62,6.03,313.8,21.2,D,0
35.2204,-2.9834,343.1,1.2,1.1,2016-07-22,1309,Aqua,MODIS,87,6.03,315.2,42.3,D,0
35.2182,-2.9961,331.3,1.2,1.1,2016-07-22,1309,Aqua,MODIS,68,6.03,312.4,17.2,D,0
35.2105,-2.9817,375.4,1.2,1.1,2016-07-22,1309,Aqua,MODIS,100,6.03,322.6,159.7,D,0
35.2303,-2.9851,352.8,1.2,1.1,2016-07-22,1309,Aqua,MODIS,95,6.03,314.8,68.2,D,0
35.228,-2.9985,332.6,1.2,1.1,2016-07-22,1309,Aqua,MODIS,71,6.03,309.9,17.9,D,0
35.2804,-6.048,332,1.8,1.3,2016-07-22,1309,Aqua,MODIS,84,6.03,307,44.2,D,0
35.2053,-2.9531,421.9,1.2,1.1,2016-07-22,1309,Aqua,MODIS,100,6.03,319.3,536.3,D,0
35.2031,-2.9661,384.3,1.2,1.1,2016-07-22,1309,Aqua,MODIS,100,6.03,319.4,207.3,D,0
35.2152,-2.9549,418.2,1.2,1.1,2016-07-22,1309,Aqua,MODIS,100,6.03,320.9,493.4,D,0
35.2129,-2.968,462.6,1.2,1.1,2016-07-22,1309,Aqua,MODIS,100,6.03,343.4,1190.4,D,0
35.2308,-2.9913,307,1.3,1.1,2016-07-22,2236,Terra,MODIS,70,6.03,295.2,9.1,N,0
34.7927,-4.4472,337.6,1.6,1.3,2016-07-23,1352,Aqua,MODIS,61,6.03,315,49.1,D,0
34.1853,-6.3947,341.3,1,1,2016-07-25,1340,Aqua,MODIS,82,6.03,323.6,13.6,D,0
34.1868,-6.3839,361.5,1,1,2016-07-25,1340,Aqua,MODIS,100,6.03,323.9,58.5,D,0
34.9165,-4.675,339.6,1.3,1.1,2016-07-29,1315,Aqua,MODIS,83,6.03,313.9,36,D,0
34.7578,-4.5605,353,1,1,2016-08-03,1334,Aqua,MODIS,94,6.03,318.4,45.6,D,0
34.7667,-4.5625,412,1,1,2016-08-03,1334,Aqua,MODIS,100,6.03,319.8,316.3,D,0
34.7652,-4.5733,394.1,1,1,2016-08-03,1334,Aqua,MODIS,100,6.03,324,199.6,D,0
34.7563,-4.5714,356.3,1,1,2016-08-03,1334,Aqua,MODIS,97,6.03,322.9,53,D,0
33.8412,-4.26,313.3,2.4,1.5,2016-08-06,2152,Terra,MODIS,87,6.03,294.6,38.2,N,0
33.8552,-4.2428,316.3,2.4,1.5,2016-08-06,2152,Terra,MODIS,93,6.03,294.1,47.8,N,0
33.8464,-4.2356,315.2,2.4,1.5,2016-08-06,2152,Terra,MODIS,91,6.03,294.6,44.1,N,0
33.007,-2.3418,302.1,1,1,2016-08-07,0207,Aqua,MODIS,47,6.03,289.4,5.9,N,0
34.1563,-6.1389,337.5,1.3,1.1,2016-08-07,1133,Terra,MODIS,80,6.03,320.2,25.4,D,0
34.1537,-6.1247,336.1,1.3,1.1,2016-08-07,1133,Terra,MODIS,78,6.03,320.3,21.7,D,0
34.1462,-6.1416,428.3,1.3,1.1,2016-08-07,1133,Terra,MODIS,100,6.03,330.3,680.1,D,0
34.1436,-6.1274,378.4,1.3,1.1,2016-08-07,1133,Terra,MODIS,100,6.03,322.7,187.5,D,0
34.2726,-6.5799,334.8,2.1,1.4,2016-08-07,1309,Aqua,MODIS,73,6.03,316.8,42.2,D,2
34.1382,-6.1388,343.5,2,1.4,2016-08-07,1309,Aqua,MODIS,86,6.03,320.8,68.2,D,0
34.1502,-6.1425,355.7,2,1.4,2016-08-07,1309,Aqua,MODIS,97,6.03,321.9,138.9,D,0
35.1411,-5.7919,360.7,1,1,2016-08-07,2235,Terra,MODIS,100,6.03,307.4,87.3,N,0
35.1425,-5.7809,380.5,1,1,2016-08-07,2235,Terra,MODIS,100,6.03,309.1,158.4,N,0
35.1306,-5.8012,325,1,1,2016-08-07,2235,Terra,MODIS,100,6.03,305.1,18,N,0
35.132,-5.7903,396.4,1,1,2016-08-07,2235,Terra,MODIS,100,6.03,319.3,238.3,N,0
35.1334,-5.7794,396.9,1,1,2016-08-07,2235,Terra,MODIS,100,6.03,325,242,N,0
35.1349,-5.7682,352.3,1,1,2016-08-07,2235,Terra,MODIS,100,6.03,306.1,66.3,N,0
35.13,-5.765,314.6,2,1.4,2016-08-08,0250,Aqua,MODIS,89,6.03,300.5,27.2,N,0
35.146,-5.78,314.4,2,1.4,2016-08-08,0250,Aqua,MODIS,89,6.03,302.5,26.5,N,0
35.1311,-5.7575,310.3,2,1.4,2016-08-08,0250,Aqua,MODIS,74,6.03,299.7,17.6,N,0
34.7151,-4.6871,330.6,2.4,1.5,2016-08-08,0250,Aqua,MODIS,100,6.03,297.5,102.1,N,0
35.1354,-5.7779,316.7,2,1.4,2016-08-08,0250,Aqua,MODIS,94,6.03,301.8,31.7,N,0
35.1472,-5.7727,316.3,2,1.4,2016-08-08,0250,Aqua,MODIS,93,6.03,302.1,31,N,0
35.2605,-6.0715,312.3,1.9,1.4,2016-08-08,0250,Aqua,MODIS,85,6.03,297.1,24,N,0
34.7036,-4.6578,328.4,2.4,1.5,2016-08-08,0250,Aqua,MODIS,100,6.03,298.2,90.9,N,0
34.71,-4.6635,341.4,2.4,1.5,2016-08-08,0250,Aqua,MODIS,100,6.03,300.1,161.7,N,0
34.6967,-4.6671,307.9,2.4,1.5,2016-08-08,0250,Aqua,MODIS,73,6.03,296.8,24.7,N,0
35.4551,-5.7753,320.6,2,1.4,2016-08-08,0250,Aqua,MODIS,100,6.03,299.2,44.4,N,0
34.7091,-4.6824,347.4,2.4,1.5,2016-08-08,0250,Aqua,MODIS,100,6.03,300.6,200.8,N,0
34.7137,-4.6726,335.5,2.5,1.5,2016-08-08,1038,Terra,MODIS,81,6.03,314.8,67.8,D,0
34.7209,-4.6647,327,2.5,1.5,2016-08-08,1038,Terra,MODIS,68,6.03,313.2,27.4,D,0
35.4261,-5.9905,359.7,1.3,1.2,2016-08-08,1352,Aqua,MODIS,99,6.03,316.5,103.4,D,0
35.4142,-6.0037,373.5,1.3,1.1,2016-08-08,1352,Aqua,MODIS,100,6.03,320.4,168.6,D,0
35.4158,-5.9889,365.5,1.3,1.2,2016-08-08,1352,Aqua,MODIS,100,6.03,319.6,128.3,D,0
34.7072,-4.6673,349.8,1.6,1.2,2016-08-08,1352,Aqua,MODIS,92,6.03,320.7,73.6,D,0
35.1256,-5.7828,335.2,1.4,1.2,2016-08-08,1352,Aqua,MODIS,55,6.03,321.6,19.9,D,0
34.7088,-4.6557,335.1,1.6,1.2,2016-08-08,1352,Aqua,MODIS,75,6.03,316.7,24.3,D,0
35.1271,-5.769,335.6,1.4,1.2,2016-08-08,1352,Aqua,MODIS,64,6.03,318.5,23.3,D,0
34.7072,-4.6725,341.4,1.6,1.2,2016-08-08,1352,Aqua,MODIS,84,6.03,321.4,43.3,D,0
35.4245,-6.0052,345.2,1.3,1.1,2016-08-08,1352,Aqua,MODIS,93,6.03,316.9,52.7,D,0
35.4659,-5.7849,312.6,4.2,1.9,2016-08-08,2141,Terra,MODIS,79,6.03,297.6,75.4,N,0
35.2528,-6.0916,309.1,4.5,1.9,2016-08-08,2141,Terra,MODIS,64,6.03,297.9,51.2,N,0
35.2646,-6.0452,323.9,4.4,1.9,2016-08-08,2141,Terra,MODIS,100,6.03,298.3,162.7,N,0
35.2358,-6.0862,311.9,4.5,1.9,2016-08-08,2141,Terra,MODIS,77,6.03,298.7,68,N,0
35.4051,-6.0075,307.4,4.4,1.9,2016-08-08,2141,Terra,MODIS,54,6.03,295.9,46.6,N,0
35.2659,-6.0523,326.1,4.4,1.9,2016-08-08,2141,Terra,MODIS,100,6.03,298.2,179.3,N,0
35.2368,-6.093,309.6,4.5,1.9,2016-08-08,2141,Terra,MODIS,67,6.03,298.6,56.7,N,0
35.2491,-6.0463,309.7,4.4,1.9,2016-08-08,2141,Terra,MODIS,68,6.03,298.3,56.8,N,0
35.4632,-5.7763,312.5,4.2,1.9,2016-08-08,2141,Terra,MODIS,79,6.03,297.3,73.1,N,0
35.4683,-5.759,320.2,4.3,1.9,2016-08-08,2319,Terra,MODIS,100,6.03,296.4,135.7,N,0
35.4646,-5.7933,323.9,4.3,1.9,2016-08-08,2319,Terra,MODIS,100,6.03,298.7,164.4,N,0
35.4667,-5.7976,318.8,4.3,1.9,2016-08-08,2319,Terra,MODIS,97,6.03,298.4,122,N,0
35.4664,-5.7549,316.9,4.3,1.9,2016-08-08,2319,Terra,MODIS,92,6.03,296.2,110.3,N,0
35.4024,-5.9893,311.3,1.9,1.4,2016-08-09,0155,Aqua,MODIS,82,6.03,294.1,26,N,0
35.408,-5.9726,306.3,1.9,1.4,2016-08-09,0155,Aqua,MODIS,68,6.03,292.7,16.7,N,0
35.41,-5.994,309,1.9,1.4,2016-08-09,0155,Aqua,MODIS,76,6.03,293.5,21.7,N,0
33.3947,-5.4042,346.5,1.1,1,2016-08-09,1121,Terra,MODIS,89,6.03,318.8,36.8,D,0
35.462,-5.7644,366.4,1,1,2016-08-09,1121,Terra,MODIS,100,6.03,308.5,94.7,D,0
35.453,-5.7663,344.3,1,1,2016-08-09,1121,Terra,MODIS,87,6.03,312.2,38.3,D,0
33.3928,-5.3928,339.8,1.1,1,2016-08-09,1121,Terra,MODIS,82,6.03,318.3,23.4,D,0
35.2385,-6.0585,327.6,2.9,1.6,2016-08-09,1257,Aqua,MODIS,52,6.03,312.8,31.5,D,0
35.2505,-6.048,307.8,1.1,1,2016-08-09,2223,Terra,MODIS,39,6.03,295.6,6.2,N,0
35.2121,-6.0508,319.6,1.1,1,2016-08-09,2223,Terra,MODIS,99,6.03,297.2,16.6,N,0
35.2231,-6.0414,310.5,1.1,1,2016-08-09,2223,Terra,MODIS,12,6.03,296.2,7.4,N,0
35.2432,-6.0342,315.3,1.1,1,2016-08-09,2223,Terra,MODIS,91,6.03,296.2,12.1,N,0
35.2414,-6.0459,307.6,1.1,1,2016-08-09,2223,Terra,MODIS,15,6.03,296.1,5.8,N,0
