latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
31.212215,-8.236666,301.94,0.39,0.36,2016-01-01,0218,N,VIIRS,n,1,279.14,0.94,N,0
32.987595,-7.149096,298.18,0.39,0.36,2016-01-01,0218,N,VIIRS,n,1,281.76,0.59,N,0
32.403336,-8.5576,305.03,0.38,0.36,2016-01-01,0218,N,VIIRS,n,1,279.69,0.89,N,0
31.583847,-8.500605,298.5,0.38,0.36,2016-01-01,0218,N,VIIRS,n,1,281.56,0.81,N,0
32.610538,-6.706929,295.66,0.4,0.37,2016-01-01,0218,N,VIIRS,n,1,279.71,0.36,N,0
33.364796,-7.749249,298.6,0.39,0.36,2016-01-01,0218,N,VIIRS,n,1,282.7,0.77,N,2
34.595657,-2.344093,297.48,0.54,0.42,2016-01-01,0218,N,VIIRS,n,1,275.89,0.72,N,2
33.820156,-4.270166,329.16,0.54,0.42,2016-01-01,1336,N,VIIRS,n,1,298.55,4.5,D,0
33.819794,-4.268039,334.12,0.54,0.42,2016-01-01,1336,N,VIIRS,n,1,297.53,3.78,D,0
33.064995,-8.382424,330.55,0.39,0.36,2016-01-01,1336,N,VIIRS,n,1,302.53,1.57,D,0
30.252333,-9.462329,333.54,0.39,0.36,2016-01-01,1336,N,VIIRS,n,1,306.46,1.97,D,0
35.268642,-5.387026,332.86,0.49,0.41,2016-01-01,1336,N,VIIRS,n,1,297.69,3.75,D,0
33.366001,-7.747991,295.68,0.49,0.4,2016-01-02,0200,N,VIIRS,n,1,283.58,0.61,N,0
32.414211,-6.223409,304.14,0.42,0.38,2016-01-02,0200,N,VIIRS,n,1,279.56,1,N,0
34.939125,-5.997336,331.72,0.39,0.36,2016-01-02,1318,N,VIIRS,n,1,295.41,2.25,D,0
35.053661,-4.820511,329.86,0.38,0.36,2016-01-02,1318,N,VIIRS,n,1,297.73,1.85,D,0
34.970909,-3.048805,330.17,0.42,0.38,2016-01-03,1300,N,VIIRS,n,1,292.27,2.96,D,0
33.911621,-5.496809,295.37,0.41,0.61,2016-01-04,0124,N,VIIRS,n,1,281.62,0.62,N,2
33.792473,-5.489335,310.54,0.41,0.61,2016-01-04,0124,N,VIIRS,n,1,279.74,1.41,N,0
33.792187,-5.48484,308.06,0.41,0.61,2016-01-04,0124,N,VIIRS,n,1,280.37,1.41,N,0
33.789562,-5.487631,326.01,0.41,0.61,2016-01-04,0124,N,VIIRS,n,1,280.49,2.48,N,0
33.579773,-7.010339,304.26,0.5,0.66,2016-01-04,0124,N,VIIRS,n,1,281.68,1.1,N,0
33.576763,-7.007386,297.05,0.42,0.61,2016-01-04,0306,N,VIIRS,n,1,281.64,0.38,N,0
33.791821,-5.485103,311.33,0.5,0.66,2016-01-04,0306,N,VIIRS,n,1,279.52,1.55,N,0
33.054295,-7.533958,296.12,0.41,0.6,2016-01-04,0306,N,VIIRS,n,1,282.44,0.71,N,2
33.792873,-5.483732,302.39,0.5,0.66,2016-01-04,0306,N,VIIRS,n,1,279.25,1.13,N,0
33.629005,-7.504519,337.4,0.52,0.5,2016-01-05,1406,N,VIIRS,n,1,286.82,24.7,D,0
33.6273,-7.506276,343.68,0.52,0.5,2016-01-05,1406,N,VIIRS,n,1,294.57,22.17,D,3
33.62682,-7.511969,334.11,0.52,0.5,2016-01-05,1406,N,VIIRS,n,1,288.2,22.17,D,3
33.631935,-7.506759,330.75,0.52,0.5,2016-01-05,1406,N,VIIRS,n,1,286.34,22.17,D,3
34.595722,-2.346121,305.16,0.44,0.46,2016-01-06,0224,N,VIIRS,n,1,278.23,1.18,N,2
31.584352,-8.501956,295.89,0.4,0.37,2016-01-06,0224,N,VIIRS,n,1,282.31,0.58,N,0
33.107937,-8.600589,297.42,0.39,0.36,2016-01-06,0224,N,VIIRS,n,1,285.91,0.74,N,0
33.627922,-7.508307,317.11,0.41,0.37,2016-01-06,0224,N,VIIRS,n,1,283.21,1.64,N,3
33.367538,-7.750747,298.81,0.41,0.37,2016-01-06,0224,N,VIIRS,n,1,281.59,0.98,N,2
33.909702,-5.497301,296.13,0.39,0.36,2016-01-07,0206,N,VIIRS,n,1,279.03,0.55,N,2
34.597427,-2.346488,309.69,0.41,0.37,2016-01-07,0206,N,VIIRS,n,1,278.38,1.23,N,2
35.683952,-5.378541,297.83,0.39,0.36,2016-01-07,0206,N,VIIRS,n,1,282.3,0.54,N,3
35.687275,-5.377818,299.8,0.39,0.36,2016-01-07,0206,N,VIIRS,n,1,283.03,0.5,N,0
34.840725,-6.220662,333.44,0.38,0.36,2016-01-07,1324,N,VIIRS,n,1,294.03,4.18,D,0
34.59536,-2.345933,321.68,0.42,0.37,2016-01-08,0148,N,VIIRS,n,1,280.92,2.41,N,2
32.989532,-7.147503,295.1,0.43,0.46,2016-01-08,0148,N,VIIRS,n,1,280.67,0.87,N,2
33.49527,-7.379601,298.27,0.45,0.47,2016-01-08,0148,N,VIIRS,n,1,281.42,0.65,N,0
33.911518,-5.497225,297.92,0.55,0.42,2016-01-08,0148,N,VIIRS,n,1,281.3,1.27,N,2
34.575138,-1.872616,326.81,0.4,0.37,2016-01-08,0148,N,VIIRS,n,1,280.97,3.17,N,0
34.596622,-2.345925,328.33,0.39,0.36,2016-01-08,1306,N,VIIRS,n,1,294.51,2.23,D,2
32.425621,-4.148204,328.16,0.49,0.48,2016-01-09,1248,N,VIIRS,n,1,292.81,4.02,D,0
34.59565,-2.349414,297.64,0.42,0.61,2016-01-10,0112,N,VIIRS,n,1,279.68,1.21,N,2
34.594265,-2.347806,309.9,0.42,0.61,2016-01-10,0112,N,VIIRS,n,1,280.62,1.51,N,2
34.598251,-2.343642,295.49,0.48,0.64,2016-01-10,0248,N,VIIRS,n,1,277.93,1.44,N,2
35.418758,-5.12454,332.43,0.42,0.61,2016-01-10,1230,N,VIIRS,n,1,289.63,2.8,D,0
34.876743,-2.651542,367,0.32,0.55,2016-01-10,1230,N,VIIRS,h,1,293.81,8.28,D,0
34.877579,-2.648071,330.17,0.32,0.55,2016-01-10,1230,N,VIIRS,n,1,291.76,8.22,D,0
34.596054,-2.344616,307.25,0.53,0.5,2016-01-11,0230,N,VIIRS,n,1,281.35,1.83,N,2
30.21855,-9.151834,300.99,0.44,0.38,2016-01-11,0236,N,VIIRS,n,1,285.04,0.78,N,2
34.59388,-2.344852,300.26,0.46,0.39,2016-01-12,0212,N,VIIRS,n,1,275.52,0.79,N,2
30.220507,-9.152018,296.11,0.4,0.37,2016-01-12,0212,N,VIIRS,n,1,281.97,0.51,N,2
34.597443,-2.343874,298.34,0.46,0.39,2016-01-12,0212,N,VIIRS,n,1,274.77,0.54,N,2
33.91119,-5.495701,297,0.39,0.36,2016-01-12,0212,N,VIIRS,n,1,276.74,0.63,N,2
33.366558,-7.748416,295.6,0.39,0.36,2016-01-12,0212,N,VIIRS,n,1,282.47,0.32,N,2
34.896362,-2.590566,295.75,0.45,0.39,2016-01-12,0212,N,VIIRS,n,1,279.8,0.32,N,0
30.354652,-9.529848,295.39,0.41,0.37,2016-01-12,0212,N,VIIRS,n,1,281.9,0.35,N,0
33.910049,-5.495956,300.42,0.46,0.39,2016-01-13,0154,N,VIIRS,n,1,280.94,1.19,N,2
32.988823,-7.148041,301.36,0.33,0.55,2016-01-14,0136,N,VIIRS,n,1,280.98,0.82,N,2
33.910519,-5.496395,302.47,0.54,0.51,2016-01-14,0136,N,VIIRS,n,1,283.32,1.29,N,2
33.908817,-5.497149,299.84,0.54,0.51,2016-01-14,0136,N,VIIRS,n,1,282.33,1.53,N,2
35.810303,-5.556357,298.27,0.57,0.52,2016-01-14,0136,N,VIIRS,n,1,282.5,0.84,N,0
34.595982,-2.348425,302.04,0.56,0.43,2016-01-14,0136,N,VIIRS,n,1,281.01,1.14,N,2
33.902191,-5.589923,339.47,0.44,0.46,2016-01-14,1254,N,VIIRS,n,1,297.43,2.5,D,0
30.354912,-9.145094,308.1,0.78,0.78,2016-01-15,0118,N,VIIRS,n,1,277.97,1.43,N,0
34.595982,-2.347177,301.07,0.34,0.56,2016-01-15,0118,N,VIIRS,n,1,279.42,0.77,N,2
30.35601,-9.148387,300.6,0.78,0.78,2016-01-15,0118,N,VIIRS,n,1,277.99,1.66,N,0
33.056957,-7.532373,295.25,0.33,0.55,2016-01-15,0300,N,VIIRS,n,1,280.73,0.52,N,2
33.909641,-5.496387,298.47,0.45,0.47,2016-01-16,0236,N,VIIRS,n,1,281.74,0.74,N,2
35.601963,-5.432346,296.38,0.42,0.45,2016-01-16,0236,N,VIIRS,n,1,280.46,0.73,N,0
30.220596,-9.152142,298,0.51,0.41,2016-01-16,0242,N,VIIRS,n,1,285.61,0.97,N,2
30.219707,-9.151192,298.88,0.51,0.41,2016-01-16,0242,N,VIIRS,n,1,285.49,0.93,N,2
30.033222,-9.553307,338.21,0.46,0.39,2016-01-16,1354,N,VIIRS,n,1,299.42,3.49,D,0
34.962921,-5.360368,342.12,0.58,0.52,2016-01-16,1400,N,VIIRS,n,1,300.54,10.67,D,0
34.967773,-5.360896,331.06,0.58,0.52,2016-01-16,1400,N,VIIRS,n,1,289.6,10.67,D,0
35.743084,-5.75895,311.84,0.4,0.37,2016-01-17,0218,N,VIIRS,n,1,280.03,1.06,N,2
30.217871,-9.152596,298.05,0.38,0.36,2016-01-17,0218,N,VIIRS,n,1,284.12,0.68,N,0
33.908802,-5.496153,296.39,0.42,0.38,2016-01-17,0218,N,VIIRS,n,1,279.32,0.77,N,2
34.596691,-2.344627,299.71,0.54,0.42,2016-01-17,0218,N,VIIRS,n,1,273.99,2.58,N,2
32.561325,-6.28189,303.54,0.41,0.37,2016-01-17,0218,N,VIIRS,n,1,272.18,0.81,N,0
35.742344,-5.754626,305.01,0.4,0.37,2016-01-17,0218,N,VIIRS,n,1,277.99,1.06,N,0
35.449944,-5.269147,297.73,0.41,0.37,2016-01-17,0218,N,VIIRS,n,1,278.68,0.93,N,0
32.98896,-7.148407,296.4,0.39,0.36,2016-01-17,0218,N,VIIRS,n,1,276.03,0.69,N,2
34.210049,-6.630064,299.77,0.51,0.5,2016-01-19,0142,N,VIIRS,n,1,278.87,0.58,N,0
35.097393,-5.588543,296.59,0.46,0.47,2016-01-19,0142,N,VIIRS,n,1,279.72,0.97,N,0
34.59687,-2.348088,319.02,0.47,0.4,2016-01-19,0142,N,VIIRS,n,1,279.13,2.27,N,2
35.24247,-5.235089,337.34,0.51,0.41,2016-01-19,1300,N,VIIRS,n,1,290.58,8.19,D,0
34.116066,-5.803397,333.81,0.56,0.43,2016-01-19,1300,N,VIIRS,n,1,292.05,14.41,D,0
34.59687,-2.347003,304.93,0.55,0.51,2016-01-20,0124,N,VIIRS,n,1,271.95,1.54,N,2
33.136513,-8.606771,298.89,0.61,0.71,2016-01-20,0124,N,VIIRS,n,1,282.19,0.91,N,0
34.597454,-2.34504,302.01,0.55,0.51,2016-01-20,0124,N,VIIRS,n,1,272.04,0.98,N,2
30.221052,-9.150419,295.94,0.38,0.59,2016-01-20,0306,N,VIIRS,n,1,281.77,0.49,N,2
33.053303,-7.533856,297.62,0.4,0.6,2016-01-20,0306,N,VIIRS,n,1,278.69,0.8,N,2
34.594841,-2.346902,300.36,0.39,0.59,2016-01-21,0242,N,VIIRS,n,1,274.4,1.16,N,2
30.221085,-9.152272,299.57,0.41,0.45,2016-01-21,0248,N,VIIRS,n,1,283.82,0.81,N,2
33.055683,-7.53387,297.81,0.41,0.37,2016-01-22,0224,N,VIIRS,n,1,283.82,0.8,N,2
30.219751,-9.15133,301.82,0.4,0.37,2016-01-22,0224,N,VIIRS,n,1,284,1.03,N,2
35.601334,-5.430215,295.27,0.45,0.39,2016-01-22,0224,N,VIIRS,n,1,283.12,0.68,N,0
34.597069,-2.345167,305.26,0.43,0.46,2016-01-22,0224,N,VIIRS,n,1,279.75,1.22,N,2
35.685719,-5.376375,299.37,0.45,0.39,2016-01-22,0224,N,VIIRS,n,1,282.52,0.42,N,0
34.963642,-5.358362,340.9,0.39,0.44,2016-01-22,1342,N,VIIRS,n,1,297.26,7.34,D,0
33.05574,-7.532367,296.43,0.42,0.38,2016-01-23,0206,N,VIIRS,n,1,284.01,0.58,N,2
33.910801,-5.495251,297.66,0.39,0.36,2016-01-23,0206,N,VIIRS,n,1,284.17,0.73,N,2
34.597046,-2.348002,316.28,0.41,0.37,2016-01-23,0206,N,VIIRS,n,1,282.3,1.43,N,2
34.596474,-2.344604,316.16,0.42,0.37,2016-01-24,0148,N,VIIRS,n,1,279.76,1.27,N,2
34.597095,-2.349132,297.83,0.42,0.37,2016-01-24,0148,N,VIIRS,n,1,279.08,1.27,N,2
33.909603,-5.496149,296.07,0.55,0.43,2016-01-24,0148,N,VIIRS,n,1,282.55,0.96,N,2
33.90593,-5.586839,329.14,0.47,0.4,2016-01-24,1306,N,VIIRS,n,1,297.95,2.49,D,0
34.594696,-2.346434,308.96,0.45,0.47,2016-01-25,0130,N,VIIRS,n,1,282.21,1.72,N,2
33.3675,-7.747388,295.05,0.52,0.5,2016-01-26,0248,N,VIIRS,n,1,284.44,0.46,N,0
35.689533,-5.362359,305.41,0.53,0.42,2016-01-27,0230,N,VIIRS,n,1,280.52,1.26,N,0
35.693279,-5.361123,302.23,0.53,0.42,2016-01-27,0230,N,VIIRS,n,1,280.99,0.69,N,0
30.219988,-9.150601,297.76,0.44,0.38,2016-01-27,0230,N,VIIRS,n,1,283.9,0.48,N,2
35.818649,-5.395921,302.33,0.52,0.42,2016-01-27,0230,N,VIIRS,n,1,281.17,0.66,N,0
35.690826,-5.357359,316.13,0.53,0.42,2016-01-27,0230,N,VIIRS,n,1,280.92,1.21,N,0
26.093344,-14.463858,303.15,0.39,0.36,2016-01-27,0236,N,VIIRS,n,1,283.81,0.7,N,0
