latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
32.8068,-4.0153,302.8,1.1,1,2021-01-04,1114,Terra,MODIS,50,6.03,286,5.6,D,0
31.8242,-2.9432,326,1,1,2021-01-15,1056,Terra,MODIS,84,6.03,290.9,23.3,D,0
31.4838,-8.9958,307.8,1.5,1.2,2021-01-23,1145,Terra,MODIS,62,6.03,290.9,12.6,D,0
34.5961,-2.9396,312.9,1.3,1.1,2021-01-25,1309,Aqua,MODIS,72,6.03,291.5,12.4,D,0
31.9622,-4.4669,316.4,1,1,2021-01-30,1327,Aqua,MODIS,66,6.03,299.9,7.9,D,0
34.302,-2.7941,323.9,2.4,1.5,2021-02-05,1251,Aqua,MODIS,81,6.03,293.2,61.8,D,0
34.3114,-2.8029,337.6,2.4,1.5,2021-02-05,1251,Aqua,MODIS,90,6.03,293.7,127.2,D,0
34.3165,-2.7799,314.9,2.4,1.5,2021-02-05,1251,Aqua,MODIS,72,6.03,292.7,35.4,D,0
34.3152,-2.7969,333.2,2.4,1.5,2021-02-05,1251,Aqua,MODIS,88,6.03,292.9,99.3,D,0
31.1743,-4.2454,323,1,1,2021-02-06,1333,Aqua,MODIS,76,6.03,297.5,14.6,D,0
28.6264,-9.4636,314.1,1.1,1,2021-02-10,1133,Terra,MODIS,59,6.03,301.2,5.9,D,0
35.2092,-2.9254,306.7,1,1,2021-02-14,1107,Terra,MODIS,34,6.03,294.7,4,D,0
35.3694,-5.9784,305.3,1.1,1,2021-02-15,1328,Aqua,MODIS,61,6.03,294.6,4.9,D,0
34.8299,-6.2171,314.9,1.1,1,2021-02-15,1328,Aqua,MODIS,73,6.03,300.2,9.4,D,0
32.6864,-7.9142,324.6,1.2,1.1,2021-02-18,1358,Aqua,MODIS,79,6.03,301.4,18.4,D,0
35.3559,-5.2055,302.9,1.2,1.1,2021-02-19,1125,Terra,MODIS,43,6.03,290.5,5.9,D,0
32.3858,-6.9644,319.9,1,1,2021-02-20,1346,Aqua,MODIS,74,6.03,287.6,13.9,D,0
32.1046,-7.418,310,1,1,2021-03-16,1120,Terra,MODIS,39,6.03,295.1,3.7,D,0
32.3619,-8.4219,302.6,1.1,1,2021-03-17,0239,Aqua,MODIS,50,6.03,284.6,9.3,N,0
32.6366,-7.792,324.7,1,1,2021-03-24,1346,Aqua,MODIS,72,6.03,307.3,9.8,D,0
34.9818,-5.2488,318,1.5,1.2,2021-03-31,1352,Aqua,MODIS,68,6.03,301.7,13.4,D,0
30.4766,-8.8549,320.9,1,1,2021-04-01,1120,Terra,MODIS,61,6.03,304.9,7.7,D,0
30.0364,-9.5981,320.1,1,1,2021-04-01,1120,Terra,MODIS,58,6.03,304.4,5.2,D,0
34.7777,-6.3255,314.7,1.6,1.2,2021-04-05,1054,Terra,MODIS,45,6.03,301.4,10.2,D,0
33.4395,-5.9742,316.9,1.1,1,2021-04-19,1107,Terra,MODIS,66,6.03,297.5,10.9,D,0
34.0396,-5.0309,316.2,1,1,2021-04-20,1328,Aqua,MODIS,62,6.03,304,6,D,2
31.7742,-4.2265,326.2,1.4,1.2,2021-04-22,1315,Aqua,MODIS,56,6.03,308.6,15.9,D,0
34.5934,-6.2428,312.8,2,1.4,2021-05-01,1309,Aqua,MODIS,28,6.03,294.7,20.7,D,0
