latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
33.6931,-5.4544,307.5,1,1,2013-01-07,1108,Terra,MODIS,65,6.03,291,7.5,D,0
34.7613,-2.6675,300.3,1.7,1.3,2013-01-12,1126,Terra,MODIS,35,6.03,287.1,10.2,D,0
34.7619,-2.6807,308.1,1.4,1.2,2013-01-12,1304,Aqua,MODIS,67,6.03,288.6,14.2,D,0
32.9263,-3.0859,308.6,1.4,1.2,2013-01-21,1121,Terra,MODIS,67,6.03,284.8,16.6,D,0
31.6277,-6.4965,314.9,1.1,1,2013-01-31,1333,Aqua,MODIS,63,6.03,297.6,12.6,D,0
32.773,-3.2315,305.7,1,1,2013-02-02,1321,Aqua,MODIS,49,6.03,292.4,4.2,D,0
34.7052,-3.1997,310.6,1.3,1.1,2013-02-03,1049,Terra,MODIS,70,6.03,285.8,15,D,0
34.7073,-3.2063,301.8,1.3,1.1,2013-02-03,1049,Terra,MODIS,24,6.03,285.8,6.4,D,0
30.9796,-6.7696,325,1.5,1.2,2013-02-10,1057,Terra,MODIS,70,6.03,296.8,33.4,D,0
30.9775,-6.7759,316.2,1.5,1.2,2013-02-10,1057,Terra,MODIS,38,6.03,296.6,15,D,0
33.0222,-4.3367,300.4,1.3,1.1,2013-02-11,1315,Aqua,MODIS,36,6.03,287.6,5,D,0
34.7015,-4.4945,302.2,1,1,2013-02-15,1114,Terra,MODIS,41,6.03,288.9,4.4,D,0
34.8531,-6.0954,302.2,1.6,1.2,2013-02-27,1139,Terra,MODIS,51,6.03,291.1,7.5,D,0
33.443,-7.8566,302.9,1,1,2013-03-01,1127,Terra,MODIS,46,6.03,290.6,3.4,D,0
32.3887,-6.9311,314.4,1.3,1.1,2013-03-24,1133,Terra,MODIS,75,6.03,292,16.6,D,0
33.8028,-3.2778,317.9,1.6,1.3,2013-04-18,1127,Terra,MODIS,35,6.03,306.1,11.2,D,0
33.7996,-3.2616,321.2,1.6,1.3,2013-04-18,1127,Terra,MODIS,60,6.03,306.4,17.6,D,0
33.7914,-3.2757,343,1.6,1.3,2013-04-18,1304,Aqua,MODIS,89,6.03,310.9,74.6,D,0
35.1824,-5.1203,314.4,1.3,1.1,2013-04-19,1347,Aqua,MODIS,42,6.03,300.8,7.5,D,0
32.7087,-7.8899,349.6,1.1,1,2013-04-26,1353,Aqua,MODIS,94,6.03,312.1,48.1,D,0
32.7073,-7.9011,331.6,1.1,1,2013-04-26,1353,Aqua,MODIS,75,6.03,311,14.2,D,0
33.8243,-5.5214,312.9,1.1,1,2013-04-30,1329,Aqua,MODIS,65,6.03,298.6,7.4,D,0
35.2446,-6.038,318.4,1.1,1,2013-05-04,1126,Terra,MODIS,73,6.03,298.9,11.8,D,0
34.5508,-6.0255,324.3,1,1,2013-05-13,1120,Terra,MODIS,79,6.03,303.5,14.4,D,0
35.0675,-6.0157,328.5,1,1,2013-05-30,1341,Aqua,MODIS,80,6.03,299.3,19.8,D,0
35.06,-6.0028,318.8,1,1,2013-05-30,1341,Aqua,MODIS,59,6.03,300.8,9.2,D,0
35.069,-6.0046,339.1,1,1,2013-05-30,1341,Aqua,MODIS,88,6.03,303.6,34.9,D,0
35.7169,-5.9086,319.9,1.1,1,2013-06-01,1329,Aqua,MODIS,67,6.03,309.4,7.7,D,2
33.3203,-6.9504,326.6,2.2,1.4,2013-06-02,1411,Aqua,MODIS,60,6.03,309.9,24.5,D,0
34.2806,-5.7336,321.4,1.7,1.3,2013-06-03,1139,Terra,MODIS,59,6.03,307.5,14.7,D,0
34.2842,-5.7516,322.1,1.7,1.3,2013-06-03,1139,Terra,MODIS,61,6.03,306.1,16.7,D,0
33.5006,-7.3593,336,1.9,1.4,2013-06-03,1316,Aqua,MODIS,72,6.03,309.2,60.2,D,0
33.5089,-7.3571,327.9,1.9,1.4,2013-06-03,1316,Aqua,MODIS,66,6.03,309.3,31.2,D,0
33.5049,-7.3772,324.8,1.9,1.4,2013-06-03,1316,Aqua,MODIS,61,6.03,309.9,20.9,D,0
35.0412,-2.2933,322.6,1.2,1.1,2013-06-08,1335,Aqua,MODIS,63,6.03,305.9,9.8,D,0
33.7791,-5.2679,324.2,1.2,1.1,2013-06-10,1322,Aqua,MODIS,42,6.03,311.5,8.2,D,0
33.1966,-7.7667,321.2,2.4,1.5,2013-06-11,1050,Terra,MODIS,56,6.03,304.1,28.4,D,0
33.9976,-5.2035,320.2,1.5,1.2,2013-06-12,1133,Terra,MODIS,47,6.03,304.8,9.8,D,0
30.8982,-9.7169,330.7,1,1,2013-06-13,1352,Aqua,MODIS,65,6.03,315.9,10.3,D,0
33.4715,-7.5093,330.4,1,1,2013-06-15,1340,Aqua,MODIS,66,6.03,310.3,12.1,D,0
33.3866,-7.3105,326.3,1.9,1.4,2013-06-19,1316,Aqua,MODIS,70,6.03,305.3,35.8,D,0
33.8036,-5.6766,330.6,1.1,1.1,2013-06-22,1346,Aqua,MODIS,65,6.03,315.9,10.3,D,0
33.9317,-5.5347,304.8,2.2,1.4,2013-06-23,0150,Aqua,MODIS,62,6.03,293.9,16.5,N,0
34.2323,-4.2186,323.4,2.9,1.6,2013-06-23,1251,Aqua,MODIS,49,6.03,309.1,45.6,D,0
33.7706,-5.511,323.8,3.6,1.8,2013-06-23,1251,Aqua,MODIS,47,6.03,312,47.1,D,0
34.2331,-4.2232,323.4,2.9,1.6,2013-06-23,1251,Aqua,MODIS,51,6.03,308.9,45.9,D,0
34.6429,-3.2113,322.7,2.5,1.5,2013-06-23,1252,Aqua,MODIS,41,6.03,310,22.1,D,0
34.6368,-3.2137,323.9,2.5,1.5,2013-06-23,1252,Aqua,MODIS,38,6.03,309.8,24.3,D,0
34.6371,-3.2379,325.4,2.5,1.5,2013-06-23,1252,Aqua,MODIS,62,6.03,309.6,33.3,D,0
33.8739,-5.1276,334.1,1,1,2013-06-24,1334,Aqua,MODIS,56,6.03,321.5,9.3,D,0
34.2373,-5.6985,327.7,1.4,1.2,2013-06-28,1133,Terra,MODIS,71,6.03,314.5,16.7,D,0
33.3922,-7.2663,325,3.6,1.8,2013-06-29,1038,Terra,MODIS,64,6.03,306.1,43.6,D,0
33.3873,-7.2976,324.1,3.6,1.8,2013-06-29,1038,Terra,MODIS,63,6.03,306.8,42.1,D,0
34.4265,-5.4493,330.4,1.4,1.2,2013-06-29,1353,Aqua,MODIS,68,6.03,314.1,14.3,D,0
34.0458,-5.0903,328.1,1,1,2013-07-02,1108,Terra,MODIS,55,6.03,310.8,11.3,D,0
33.5187,-5.4976,335.8,1.8,1.3,2013-07-05,1139,Terra,MODIS,63,6.03,313.5,40.5,D,0
35.6162,-5.9644,320,1.7,1.3,2013-07-06,1359,Aqua,MODIS,63,6.03,306.2,14.1,D,0
35.5945,-5.9431,354,2.2,1.4,2013-07-07,1304,Aqua,MODIS,97,6.03,307.8,192.6,D,0
35.0821,-5.3797,351,1,1,2013-07-07,2229,Terra,MODIS,100,6.03,302.3,61.2,N,0
35.0837,-5.3689,328.8,1,1,2013-07-07,2229,Terra,MODIS,100,6.03,299.5,24.5,N,0
35.0925,-5.3709,316.6,1,1,2013-07-07,2229,Terra,MODIS,93,6.03,298.1,12.1,N,0
35.091,-5.3817,331.8,1,1,2013-07-07,2229,Terra,MODIS,100,6.03,299.8,28.3,N,0
35.0916,-5.3785,308.1,1.7,1.3,2013-07-08,0244,Aqua,MODIS,74,6.03,296.9,15.1,N,0
35.0905,-5.3636,308.1,1.7,1.3,2013-07-08,0244,Aqua,MODIS,62,6.03,296.8,13.3,N,0
35.7141,-5.7906,317.4,4.7,2,2013-07-08,1209,Terra,MODIS,68,6.03,306.6,60.9,D,0
34.2104,-2.515,331.7,1.7,1.3,2013-07-08,1346,Aqua,MODIS,62,6.03,313,19.8,D,0
33.4868,-7.3818,337.5,1,1,2013-07-08,1346,Aqua,MODIS,75,6.03,322.4,14.2,D,0
35.0857,-5.3954,310.7,3.6,1.8,2013-07-08,2312,Terra,MODIS,68,6.03,298.3,48.9,N,0
35.0784,-5.3982,309.2,3.6,1.8,2013-07-08,2312,Terra,MODIS,65,6.03,298.5,45.4,N,0
35.3444,-5.5914,316.5,2.3,1.5,2013-07-09,0149,Aqua,MODIS,93,6.03,296.1,43.8,N,0
35.3465,-5.6175,319.4,2.3,1.5,2013-07-09,0149,Aqua,MODIS,99,6.03,297.5,51.1,N,0
35.08,-5.3659,307.6,2.2,1.4,2013-07-09,0149,Aqua,MODIS,72,6.03,297.2,19.4,N,0
35.082,-5.3901,308.9,2.2,1.4,2013-07-09,0149,Aqua,MODIS,76,6.03,296.8,22,N,0
35.0814,-5.3847,330.7,1,1,2013-07-09,1114,Terra,MODIS,77,6.03,316.2,12.6,D,0
35.0822,-5.3895,329,3.3,1.7,2013-07-09,1252,Aqua,MODIS,68,6.03,309.4,88.5,D,0
35.0705,-5.3832,332.6,3.3,1.7,2013-07-09,1252,Aqua,MODIS,85,6.03,310.2,113.8,D,0
34.0017,-5.0566,329.6,1.2,1.1,2013-07-09,2216,Terra,MODIS,100,6.03,299.4,30.9,N,2
34.0037,-5.0443,313.8,1.2,1.1,2013-07-09,2216,Terra,MODIS,87,6.03,298.3,10.5,N,2
34.4185,-6.1702,347.5,1.3,1.1,2013-07-11,1102,Terra,MODIS,91,6.03,314.8,52,D,0
34.4182,-6.163,355.7,1.3,1.1,2013-07-11,1102,Terra,MODIS,97,6.03,314.9,77.4,D,0
34.417,-6.1564,352.1,1.3,1.1,2013-07-11,1102,Terra,MODIS,94,6.03,313.5,66,D,0
33.5892,-7.0815,329.3,1,1,2013-07-16,1121,Terra,MODIS,38,6.03,314.6,11.8,D,0
34.8945,-6.1768,324.2,1.1,1,2013-07-19,1328,Aqua,MODIS,41,6.03,303,11.8,D,0
33.8518,-5.3605,329.7,1.4,1.2,2013-07-21,1316,Aqua,MODIS,66,6.03,314.3,15.6,D,0
35.2472,-5.2036,306.5,1,1,2013-07-23,2229,Terra,MODIS,68,6.03,294.8,6.4,N,0
35.5552,-5.4083,306.1,1.7,1.3,2013-07-24,0244,Aqua,MODIS,67,6.03,292.6,14.7,N,0
34.0453,-5.0868,328,3.3,1.7,2013-07-24,1031,Terra,MODIS,67,6.03,305.3,74.6,D,0
34.0495,-5.094,328.1,3.3,1.7,2013-07-24,1031,Terra,MODIS,67,6.03,305.9,75.8,D,0
33.7876,-7.008,302.5,2.7,1.6,2013-07-24,2311,Terra,MODIS,50,6.03,290.2,24.6,N,0
35.0084,-3.0616,334.4,1.1,1,2013-07-25,1114,Terra,MODIS,77,6.03,310.7,17.3,D,0
35.2489,-5.3306,337.4,1.1,1.1,2013-07-28,1322,Aqua,MODIS,85,6.03,309.2,28.1,D,0
35.2539,-5.3241,339.1,1.1,1.1,2013-07-28,1322,Aqua,MODIS,86,6.03,309.5,32.1,D,0
35.251,-5.3181,335.2,1.1,1.1,2013-07-28,1322,Aqua,MODIS,83,6.03,309.5,23.3,D,0
33.7291,-5.4239,324.9,1.7,1.3,2013-07-29,1050,Terra,MODIS,51,6.03,309.7,13.5,D,0
34.0438,-5.8237,301.1,1,1,2013-07-30,2235,Terra,MODIS,17,6.03,277.4,3.7,N,0
35.7038,-5.6805,326.1,1,1,2013-08-01,1120,Terra,MODIS,77,6.03,308.1,10.6,D,0
34.0617,-5.1177,350.1,1,1,2013-08-03,1108,Terra,MODIS,81,6.03,311.1,47.3,D,0
35.0656,-3.4901,333.7,1,1,2013-08-04,1328,Aqua,MODIS,73,6.03,315.9,10.2,D,0
32.6026,-6.697,335.7,2.2,1.4,2013-08-05,1411,Aqua,MODIS,68,6.03,319.7,24.9,D,0
32.6007,-6.7202,337,2.2,1.4,2013-08-05,1411,Aqua,MODIS,76,6.03,321.3,29.5,D,0
32.6009,-6.7128,340.5,2.2,1.4,2013-08-05,1411,Aqua,MODIS,81,6.03,321.2,47.9,D,0
34.2069,-5.8773,332.3,2.3,1.5,2013-08-07,1044,Terra,MODIS,74,6.03,310.5,46.3,D,0
34.2048,-5.8523,327.3,2.3,1.5,2013-08-07,1044,Terra,MODIS,63,6.03,310.6,24.8,D,0
34.0898,-6.4855,332.4,1.5,1.2,2013-08-07,1359,Aqua,MODIS,69,6.03,313.4,19.5,D,0
35.1262,-3.4092,356.5,1.5,1.2,2013-08-08,1126,Terra,MODIS,98,6.03,313.5,111,D,0
35.1181,-3.7432,327.5,1.4,1.2,2013-08-08,1126,Terra,MODIS,60,6.03,310.9,22.2,D,0
35.1229,-3.3924,331.8,1.5,1.2,2013-08-08,1126,Terra,MODIS,74,6.03,311.9,27.3,D,0
33.8102,-6.8296,327.8,1.1,1,2013-08-08,1127,Terra,MODIS,64,6.03,313.9,8.7,D,0
35.2375,-3.0072,306.5,1.6,1.2,2013-08-10,0149,Aqua,MODIS,68,6.03,293.3,14.1,N,0
34.145,-4.2757,331.7,1,1,2013-08-10,1114,Terra,MODIS,67,6.03,314.1,15.2,D,0
35.244,-5.8598,333.1,3.5,1.8,2013-08-10,1252,Aqua,MODIS,80,6.03,314.6,74.2,D,0
35.2383,-5.8619,332.1,3.5,1.8,2013-08-10,1252,Aqua,MODIS,83,6.03,314.6,69.5,D,0
30.5525,-9.3659,345.9,1,1,2013-08-11,0233,Aqua,MODIS,100,6.03,305.4,49.5,N,0
30.554,-9.3762,326.8,1,1,2013-08-11,0233,Aqua,MODIS,100,6.03,302.2,20.5,N,0
30.5436,-9.3675,319.1,1,1,2013-08-11,0233,Aqua,MODIS,98,6.03,302,11.9,N,0
30.5451,-9.3778,313.1,1,1,2013-08-11,0233,Aqua,MODIS,86,6.03,300.6,6.8,N,0
30.5378,-9.3607,338.9,2.4,1.5,2013-08-11,1158,Terra,MODIS,69,6.03,311.3,81,D,0
30.5623,-9.3917,370.9,2.4,1.5,2013-08-11,1158,Terra,MODIS,94,6.03,310.8,375.5,D,0
30.5706,-9.3839,376,2.4,1.5,2013-08-11,1158,Terra,MODIS,0,6.03,301.6,449.4,D,0
30.5433,-9.3669,341.8,2.4,1.5,2013-08-11,1158,Terra,MODIS,82,6.03,310.7,101.3,D,0
30.5571,-9.3859,360.3,2.4,1.5,2013-08-11,1158,Terra,MODIS,87,6.03,310.8,257.9,D,0
30.5525,-9.3743,348,1.5,1.2,2013-08-11,1333,Aqua,MODIS,93,6.03,312.3,64.5,D,0
30.5496,-9.3904,347.5,1.5,1.2,2013-08-11,1333,Aqua,MODIS,92,6.03,313.7,64.2,D,0
30.5636,-9.3749,403,1.5,1.2,2013-08-11,1333,Aqua,MODIS,100,6.03,321.9,462.9,D,0
30.5607,-9.391,414.1,1.5,1.2,2013-08-11,1333,Aqua,MODIS,100,6.03,330,608.9,D,0
30.5576,-9.4075,344.5,1.5,1.2,2013-08-11,1333,Aqua,MODIS,90,6.03,311,52.3,D,0
30.5745,-9.3772,366.4,1.5,1.2,2013-08-11,1333,Aqua,MODIS,100,6.03,309.3,157.2,D,0
30.5713,-9.3945,415.8,1.5,1.2,2013-08-11,1333,Aqua,MODIS,94,6.03,312.9,638.7,D,0
34.8749,-4.5846,335.1,1,1,2013-08-11,1334,Aqua,MODIS,66,6.03,312.9,20.6,D,0
33.6553,-6.5095,356.5,1,1,2013-08-11,1334,Aqua,MODIS,97,6.03,326.3,47.2,D,0
