latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
32.408413,-8.445407,300.04,0.5,0.41,2012-01-21,0236,N,VIIRS,n,1,276.44,1.05,N,0
34.594925,-2.345352,297.09,0.64,0.54,2012-01-21,0236,N,VIIRS,n,1,274.11,1.21,N,0
33.367237,-7.747709,301.4,0.52,0.42,2012-01-21,0236,N,VIIRS,n,1,278.8,1.42,N,0
33.583317,-7.50654,299.17,0.39,0.36,2012-01-22,0218,N,VIIRS,n,1,277.43,0.62,N,0
33.054874,-7.534973,296.84,0.39,0.36,2012-01-22,0218,N,VIIRS,n,1,276.12,0.68,N,2
33.590557,-7.509134,295.82,0.39,0.36,2012-01-22,0218,N,VIIRS,n,1,277.75,0.41,N,2
33.134762,-8.605168,308.04,0.39,0.36,2012-01-22,0218,N,VIIRS,n,1,281.99,1.13,N,0
30.219669,-9.151676,301.1,0.38,0.36,2012-01-22,0218,N,VIIRS,n,1,280.59,0.82,N,2
35.17667,-5.538118,301.06,0.4,0.37,2012-01-22,0218,N,VIIRS,n,1,276.3,0.82,N,0
31.586033,-8.50035,295.26,0.38,0.36,2012-01-22,0218,N,VIIRS,n,1,276.61,0.64,N,0
33.587265,-7.509894,305.2,0.39,0.36,2012-01-22,0218,N,VIIRS,n,1,278.1,1.61,N,2
34.594311,-2.346374,296.93,0.54,0.42,2012-01-22,0218,N,VIIRS,n,1,274.6,2.15,N,2
33.586605,-7.505779,305.19,0.39,0.36,2012-01-22,0218,N,VIIRS,n,1,277.06,0.62,N,2
33.367329,-7.749359,307.91,0.38,0.36,2012-01-22,0218,N,VIIRS,n,1,281.57,1.22,N,2
35.442917,-5.569884,327.23,0.48,0.4,2012-01-22,1336,N,VIIRS,n,1,287.97,2.27,D,0
30.658127,-8.38492,333.91,0.38,0.36,2012-01-22,1336,N,VIIRS,n,1,298.26,2.79,D,0
33.136749,-8.604586,326.78,0.39,0.36,2012-01-22,1336,N,VIIRS,n,1,295.75,1.67,D,0
34.684624,-4.404944,312.31,0.4,0.37,2012-01-23,0200,N,VIIRS,n,1,274.2,0.99,N,0
34.925354,-5.533227,295.58,0.42,0.38,2012-01-23,0200,N,VIIRS,n,1,274.7,0.71,N,0
34.924706,-5.528455,301.56,0.42,0.38,2012-01-23,0200,N,VIIRS,n,1,275.96,0.66,N,0
34.59761,-2.345978,310.5,0.39,0.36,2012-01-23,0200,N,VIIRS,n,1,277.48,1.9,N,2
32.438534,-8.46016,302.33,0.52,0.42,2012-01-23,0200,N,VIIRS,n,1,278.48,1.01,N,0
32.610935,-5.985001,327.51,0.4,0.37,2012-01-23,1318,N,VIIRS,n,1,290.53,1.94,D,0
32.609966,-5.985349,327.51,0.4,0.37,2012-01-23,1318,N,VIIRS,n,1,291.25,1.91,D,0
35.019566,-2.832247,309.15,0.51,0.41,2012-01-24,0136,N,VIIRS,n,1,277.94,1.63,N,0
34.597473,-2.346351,301,0.48,0.4,2012-01-24,0136,N,VIIRS,n,1,275.52,1.52,N,2
32.590637,-6.128759,298.64,0.47,0.48,2012-01-24,0142,N,VIIRS,n,1,274.45,1.06,N,0
32.591362,-6.131454,299.56,0.47,0.48,2012-01-24,0142,N,VIIRS,n,1,274.79,1.07,N,0
34.596039,-2.346377,329.39,0.41,0.37,2012-01-24,1300,N,VIIRS,n,1,292.54,2.32,D,2
32.655193,-6.270441,299.75,0.45,0.63,2012-01-25,0118,N,VIIRS,n,1,274.66,0.56,N,0
34.594276,-2.343828,296.34,0.56,0.51,2012-01-25,0118,N,VIIRS,n,1,273.97,0.94,N,0
30.218088,-9.151809,295.97,0.38,0.59,2012-01-25,0300,N,VIIRS,n,1,279.8,0.62,N,2
30.220528,-9.150442,299.16,0.38,0.59,2012-01-25,0300,N,VIIRS,n,1,280.13,0.92,N,2
33.36734,-7.748681,298.72,0.42,0.45,2012-01-26,0242,N,VIIRS,n,1,277.82,0.59,N,2
34.593925,-2.346331,303.92,0.39,0.59,2012-01-26,0242,N,VIIRS,n,1,274.36,1.22,N,2
30.219622,-9.152559,301.67,0.41,0.45,2012-01-26,0242,N,VIIRS,n,1,278.5,0.88,N,2
30.366116,-9.46847,298.82,0.39,0.36,2012-01-27,0224,N,VIIRS,n,1,278.9,0.29,N,0
30.218273,-9.151792,297.8,0.4,0.37,2012-01-27,0224,N,VIIRS,n,1,280.86,0.86,N,2
33.366676,-7.749328,304.75,0.4,0.37,2012-01-27,0224,N,VIIRS,n,1,277.61,1.18,N,2
30.046671,-9.510901,331.66,0.38,0.36,2012-01-27,1342,N,VIIRS,n,1,297.34,2.42,D,0
30.141127,-9.492537,328.68,0.39,0.36,2012-01-27,1342,N,VIIRS,n,1,298.84,1.35,D,0
34.594395,-2.344851,297.94,0.41,0.37,2012-01-28,0206,N,VIIRS,n,1,274.81,0.83,N,0
34.595169,-2.349265,297.08,0.41,0.37,2012-01-28,0206,N,VIIRS,n,1,275.68,0.83,N,2
33.910244,-5.49546,299.07,0.39,0.36,2012-01-28,0206,N,VIIRS,n,1,279.35,0.71,N,2
34.860744,-5.627249,295.49,0.38,0.44,2012-01-29,0142,N,VIIRS,n,1,276.6,0.58,N,0
34.595085,-2.345076,311.9,0.42,0.38,2012-01-29,0142,N,VIIRS,n,1,277.44,2.2,N,0
35.744488,-5.753792,317.92,0.4,0.44,2012-01-29,0142,N,VIIRS,n,1,279.33,2.56,N,0
33.584553,-7.161334,306.95,0.45,0.47,2012-01-29,0148,N,VIIRS,n,1,278,0.93,N,0
32.361897,-8.425765,312.3,0.51,0.49,2012-01-29,0148,N,VIIRS,n,1,276.94,2.41,N,0
32.989494,-7.148686,299.64,0.44,0.46,2012-01-29,0148,N,VIIRS,n,1,276.77,0.9,N,2
30.68528,-8.37878,335.88,0.5,0.49,2012-01-29,1306,N,VIIRS,n,1,298.64,3.42,D,0
34.594296,-2.34766,299.13,0.46,0.47,2012-01-30,0124,N,VIIRS,n,1,275.62,1.88,N,2
33.908737,-5.495716,300.29,0.34,0.56,2012-01-30,0124,N,VIIRS,n,1,278.16,0.92,N,2
32.988777,-7.148649,299.44,0.41,0.61,2012-01-30,0124,N,VIIRS,n,1,276.65,0.89,N,2
32.392147,-8.446447,297.86,0.45,0.63,2012-01-30,0306,N,VIIRS,n,1,275.28,0.74,N,0
32.392262,-8.447672,312.44,0.45,0.63,2012-01-30,0306,N,VIIRS,n,1,276.01,1.44,N,0
34.596611,-2.34726,305.52,0.42,0.61,2012-01-31,0106,N,VIIRS,n,1,274.25,1.4,N,2
34.549644,-5.912801,301.03,0.61,0.53,2012-01-31,0248,N,VIIRS,n,1,275.98,1.24,N,0
34.544884,-5.914508,300.37,0.61,0.53,2012-01-31,0248,N,VIIRS,n,1,275.97,1.24,N,0
33.36692,-7.751369,297.26,0.51,0.49,2012-01-31,0248,N,VIIRS,n,1,279.54,1.26,N,2
35.018524,-2.831879,339.09,0.33,0.55,2012-01-31,1224,N,VIIRS,n,1,288.92,1.89,D,0
34.120506,-6.292677,338.41,0.38,0.58,2012-01-31,1406,N,VIIRS,n,1,293.96,4.93,D,0
33.368046,-7.750353,300.48,0.45,0.39,2012-02-01,0230,N,VIIRS,n,1,281.89,1.1,N,2
34.596989,-2.347205,306.73,0.52,0.5,2012-02-01,0230,N,VIIRS,n,1,275.28,1.7,N,2
34.59626,-2.346903,302.68,0.52,0.5,2012-02-01,0230,N,VIIRS,n,1,275.15,1.79,N,2
28.414928,-11.096181,295.64,0.4,0.37,2012-02-01,0230,N,VIIRS,n,1,277.95,0.2,N,0
32.566639,-6.13589,295.5,0.54,0.42,2012-02-01,0230,N,VIIRS,n,1,277.15,0.78,N,2
33.135384,-8.607287,306.24,0.42,0.38,2012-02-01,0230,N,VIIRS,n,1,281.89,1.04,N,3
33.500553,-7.467553,297.31,0.46,0.39,2012-02-01,0230,N,VIIRS,n,1,279.12,0.61,N,0
35.020653,-2.830178,326.2,0.6,0.7,2012-02-01,1206,N,VIIRS,n,1,288.72,4.18,D,0
35.01992,-2.834177,327.76,0.6,0.7,2012-02-01,1206,N,VIIRS,n,1,288.54,2.77,D,0
35.016609,-2.829004,326.59,0.32,0.55,2012-02-01,1348,N,VIIRS,n,1,293.15,1.47,D,0
35.319862,-5.461911,325.29,0.47,0.47,2012-02-01,1348,N,VIIRS,n,1,290,3.06,D,0
35.016342,-2.832665,325.37,0.32,0.55,2012-02-01,1348,N,VIIRS,n,1,293.12,1.47,D,0
35.019207,-2.831284,301.7,0.44,0.38,2012-02-02,0212,N,VIIRS,n,1,277.95,0.84,N,0
34.800625,-4.190188,295.22,0.4,0.37,2012-02-02,0212,N,VIIRS,n,1,272.92,0.32,N,0
33.053905,-7.532531,297.17,0.39,0.36,2012-02-02,0212,N,VIIRS,n,1,279.12,0.54,N,2
32.988693,-7.145844,300.08,0.39,0.36,2012-02-02,0212,N,VIIRS,n,1,278.5,0.75,N,0
34.596317,-2.346857,311.68,0.46,0.39,2012-02-02,0212,N,VIIRS,n,1,280.29,1.89,N,2
32.436298,-8.533931,300.21,0.4,0.37,2012-02-02,0212,N,VIIRS,n,1,278,1.1,N,0
32.432926,-8.534597,312.86,0.4,0.37,2012-02-02,0212,N,VIIRS,n,1,278.57,1.1,N,0
33.500435,-7.467865,298.16,0.39,0.36,2012-02-02,0212,N,VIIRS,n,1,279.12,0.81,N,0
33.524254,-7.583637,307.45,0.36,0.57,2012-02-04,0130,N,VIIRS,n,1,273.88,0.75,N,0
34.886604,-4.636065,324.12,0.5,0.49,2012-02-04,0130,N,VIIRS,n,1,266.31,2.23,N,0
33.551151,-7.540051,298.48,0.36,0.57,2012-02-04,0130,N,VIIRS,n,1,271.95,0.6,N,0
34.668495,-2.828562,296.32,0.4,0.44,2012-02-04,0130,N,VIIRS,n,1,272.7,0.43,N,0
34.88718,-4.634878,315.74,0.5,0.49,2012-02-04,0130,N,VIIRS,n,1,265.72,2.16,N,0
30.301191,-9.459625,295.62,0.43,0.62,2012-02-04,0136,N,VIIRS,n,1,279.99,0.52,N,0
30.306953,-9.459129,297.39,0.43,0.62,2012-02-04,0136,N,VIIRS,n,1,279.52,0.52,N,0
32.81583,-8.004234,342.7,0.32,0.55,2012-02-04,1254,N,VIIRS,n,1,289.67,2.7,D,0
30.854977,-8.78999,316.69,0.76,0.77,2012-02-05,0112,N,VIIRS,n,1,269.54,11.15,N,0
30.854496,-8.775936,333.01,0.76,0.77,2012-02-05,0112,N,VIIRS,n,1,269.19,9.86,N,0
30.856312,-8.780551,353.17,0.76,0.77,2012-02-05,0112,N,VIIRS,n,1,272.07,13.75,N,0
30.857283,-8.767904,302.09,0.63,0.54,2012-02-05,0254,N,VIIRS,n,1,270.39,1.04,N,0
30.852976,-8.771709,296.11,0.63,0.54,2012-02-05,0254,N,VIIRS,n,1,267.74,1.04,N,0
30.856855,-8.767543,304.7,0.63,0.54,2012-02-05,0254,N,VIIRS,n,1,270.44,3.19,N,0
35.18166,-4.553268,328.98,0.33,0.56,2012-02-05,1236,N,VIIRS,n,1,283.53,0.77,D,3
31.727396,-8.199596,332.75,0.34,0.56,2012-02-05,1412,N,VIIRS,n,1,291.85,1.38,D,0
30.21994,-9.152983,299.89,0.51,0.41,2012-02-06,0236,N,VIIRS,n,1,280.7,1.16,N,2
33.056675,-7.534679,295.65,0.39,0.36,2012-02-07,0218,N,VIIRS,n,1,279.57,0.52,N,2
34.598801,-4.308033,314.96,0.45,0.39,2012-02-07,0218,N,VIIRS,n,1,275.77,2.24,N,0
34.602081,-4.309628,305.48,0.45,0.39,2012-02-07,0218,N,VIIRS,n,1,273.88,0.92,N,0
34.720654,-4.634381,297.39,0.43,0.38,2012-02-07,0218,N,VIIRS,n,1,275.32,0.58,N,0
30.248503,-9.455796,300.8,0.39,0.36,2012-02-07,0218,N,VIIRS,n,1,274.83,0.91,N,0
34.596584,-2.344315,304.85,0.54,0.42,2012-02-07,0218,N,VIIRS,n,1,276.74,1.82,N,2
30.219082,-9.15392,301.03,0.38,0.36,2012-02-07,0218,N,VIIRS,n,1,279.98,0.88,N,2
32.990112,-7.148519,297.44,0.39,0.36,2012-02-07,0218,N,VIIRS,n,1,278.25,0.4,N,2
33.909996,-5.496871,297.73,0.42,0.37,2012-02-07,0218,N,VIIRS,n,1,277.28,0.76,N,2
35.106945,-2.830268,344.79,0.43,0.46,2012-02-07,1336,N,VIIRS,n,1,290.54,6.59,D,3
34.746429,-3.124436,367,0.42,0.45,2012-02-07,1336,N,VIIRS,h,1,300.28,24.84,D,0
35.743866,-5.755198,310.55,0.43,0.38,2012-02-08,0200,N,VIIRS,n,1,279.71,0.73,N,2
34.859154,-6.112032,332.59,0.39,0.36,2012-02-08,1318,N,VIIRS,n,1,292.43,2.52,D,0
35.465336,-5.25834,341.29,0.38,0.36,2012-02-08,1318,N,VIIRS,n,1,289.55,3.97,D,0
35.212967,-4.037858,328.9,0.39,0.36,2012-02-08,1318,N,VIIRS,n,1,289.39,2.12,D,0
32.986916,-7.145089,295.27,0.54,0.51,2012-02-09,0142,N,VIIRS,n,1,272.47,0.99,N,0
30.218044,-9.51355,316.01,0.35,0.56,2012-02-09,0142,N,VIIRS,n,1,278.72,1.23,N,0
34.596462,-2.348023,325.25,0.41,0.37,2012-02-09,1300,N,VIIRS,n,1,290.42,1.8,D,2
33.589058,-7.51041,295.77,0.54,0.68,2012-02-10,0118,N,VIIRS,n,1,274.77,0.48,N,2
32.390793,-8.445279,301.33,0.59,0.7,2012-02-10,0118,N,VIIRS,n,1,274.58,1.02,N,0
35.745399,-5.75549,295.81,0.44,0.63,2012-02-10,0118,N,VIIRS,n,1,275.72,0.58,N,2
32.932575,-5.662299,295.56,0.42,0.61,2012-02-10,0118,N,VIIRS,n,1,271.81,0.67,N,0
34.597229,-2.345673,302.95,0.56,0.51,2012-02-10,0118,N,VIIRS,n,1,273.62,1.07,N,2
33.053722,-7.533943,296.75,0.4,0.6,2012-02-10,0300,N,VIIRS,n,1,273.81,0.69,N,2
34.852089,-6.085468,329.31,0.34,0.56,2012-02-10,1242,N,VIIRS,n,1,287.71,2.37,D,0
34.847099,-6.083704,351.1,0.34,0.56,2012-02-10,1242,N,VIIRS,n,1,292.04,3.97,D,0
34.596249,-2.34947,300.1,0.52,0.67,2012-02-11,0100,N,VIIRS,n,1,274.02,1.03,N,2
30.221333,-9.152068,299.55,0.41,0.45,2012-02-11,0242,N,VIIRS,n,1,279.37,0.66,N,2
34.595432,-2.346555,302.73,0.39,0.59,2012-02-11,0242,N,VIIRS,n,1,274.7,1.03,N,2
31.703907,-8.070031,300.58,0.44,0.46,2012-02-11,0242,N,VIIRS,n,1,275.15,0.53,N,0
30.219162,-9.150426,295.83,0.41,0.45,2012-02-11,0242,N,VIIRS,n,1,278.16,1.21,N,2
34.594261,-2.343958,296.59,0.39,0.59,2012-02-11,0242,N,VIIRS,n,1,273.02,0.75,N,2
35.11462,-6.112771,326.08,0.6,0.7,2012-02-11,1218,N,VIIRS,n,1,286.89,2.2,D,0
35.050808,-6.117574,334.06,0.6,0.71,2012-02-11,1218,N,VIIRS,n,1,288.15,3.75,D,0
35.743252,-5.759528,296.28,0.44,0.38,2012-02-12,0224,N,VIIRS,n,1,278.24,0.78,N,0
